class,cap-shape,cap-surface,cap-color,odor,gill-color,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-type,spore-print-color,population,habitat,b0,b1,ga0,ga1,gs0,gs1,gsz0,gsz1,ss0,ss1,rn0,rn1,rn2
1,4,3,8,7,6,b,2,2,7,7,3,2,5,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,5,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,4,7,3,2,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,5,b,3,3,8,7,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,3,1,8,b,3,3,8,8,3,4,7,3,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,9,b,3,3,7,7,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,3,1,10,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5,2,5,1,5,b,3,3,8,8,3,4,7,3,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,8,b,3,3,7,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,3,1,5,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5,1,8,7,7,b,2,2,4,4,3,2,5,4,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,5,1,9,8,5,b,3,3,8,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,10,b,3,3,7,7,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,5,b,3,3,8,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,10,b,2,2,7,4,3,2,5,4,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,5,1,8,1,8,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5,1,8,7,7,b,2,2,7,4,3,2,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,5,1,5,1,5,b,3,3,8,8,3,4,7,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,9,8,10,b,3,3,6,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,10,b,3,3,8,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,5,1,7,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,5,3,8,8,9,b,3,3,6,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,9,b,3,3,8,7,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,8,8,5,b,3,3,6,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,3,7,8,10,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,8,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,5,1,8,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,10,b,3,3,6,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,3,6,7,6,b,2,2,5,7,3,2,5,4,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,8,8,10,b,3,3,8,7,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,8,b,3,3,7,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,1,10,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5,2,3,1,8,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,5,b,3,3,6,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,1,8,8,10,b,3,3,7,7,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,5,b,3,3,6,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,5,4,3,2,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,5,3,9,8,5,b,3,3,8,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,8,b,3,3,7,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,8,8,5,b,3,3,6,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,1,10,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,9,8,10,b,3,3,8,7,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,7,7,3,2,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,5,b,3,3,7,7,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,5,b,3,3,7,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,8,b,3,3,8,7,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,5,1,5,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5,1,5,1,10,b,3,3,8,8,3,4,7,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,9,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,10,b,3,3,8,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,5,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,5,4,3,2,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,9,b,3,3,6,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,10,b,2,2,7,5,3,2,5,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,9,b,3,3,6,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,5,7,3,2,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,5,b,3,3,7,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,5,b,3,3,8,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,9,b,3,3,8,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,7,5,3,2,5,4,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,5,b,3,3,6,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,1,8,8,10,b,3,3,6,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,8,b,3,3,7,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,5,1,5,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,10,b,3,3,8,7,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,8,b,3,3,7,7,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,5,b,3,3,8,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,1,7,8,8,b,3,3,6,7,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,5,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,10,b,2,2,7,5,3,2,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,5,1,8,8,8,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,7,b,2,2,4,5,3,2,5,4,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,8,b,3,3,6,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,10,b,3,3,7,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,3,8,7,6,b,2,2,4,7,3,2,5,5,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,9,b,3,3,8,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,4,1,8,7,10,b,2,2,5,7,3,2,5,5,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,7,8,9,b,3,3,7,7,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,8,1,7,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,7,8,5,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,5,b,3,3,6,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,1,7,8,8,b,3,3,6,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,8,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,9,b,3,3,7,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,3,1,8,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,4,1,8,7,6,b,2,2,4,7,3,2,5,5,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,8,8,9,b,3,3,7,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,9,b,3,3,8,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,3,1,5,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,9,8,10,b,3,3,6,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,10,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,10,b,3,3,7,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,9,b,3,3,8,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,1,8,8,8,b,3,3,7,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,5,1,10,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,8,b,3,3,6,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,3,8,7,10,b,2,2,4,7,3,2,5,5,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,9,8,10,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,10,b,3,3,6,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,8,1,8,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,10,b,3,3,7,8,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,9,b,3,3,8,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,7,b,2,2,7,5,3,2,5,4,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,5,3,9,8,9,b,3,3,6,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,5,b,3,3,7,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,8,b,3,3,7,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,3,1,8,b,3,3,8,8,3,4,7,3,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,7,7,3,2,5,5,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,7,8,10,b,3,3,7,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,10,b,3,3,6,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,2,3,1,10,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,8,8,5,b,3,3,8,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,8,b,3,3,8,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,9,8,5,b,3,3,6,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,3,8,8,8,b,3,3,8,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,3,9,8,9,b,3,3,8,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,5,b,3,3,6,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,3,1,10,b,3,3,8,8,3,4,6,5,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,10,b,3,3,8,7,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,3,6,7,10,b,2,2,5,5,3,2,5,4,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,5,2,8,1,10,b,3,3,8,8,3,4,7,5,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,9,8,9,b,3,3,8,8,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,4,1,8,7,10,b,2,2,5,5,3,2,5,5,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,5,1,8,1,8,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,10,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,5,b,3,3,6,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,9,b,3,3,6,7,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,3,9,8,9,b,3,3,6,8,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,6,7,10,b,2,2,4,5,3,2,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,8,8,5,b,3,3,6,8,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,10,b,2,2,4,7,3,2,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,7,8,5,b,3,3,6,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,9,b,3,3,7,6,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,4,1,8,7,10,b,2,2,5,7,3,2,5,4,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,10,b,3,3,7,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,6,7,7,b,2,2,7,5,3,2,5,4,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,5,b,3,3,6,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,8,8,5,b,3,3,8,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,10,b,3,3,6,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,8,b,3,3,8,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,8,b,3,3,6,8,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,8,b,3,3,6,7,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,8,8,9,b,3,3,6,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,7,8,10,b,3,3,7,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,7,b,2,2,4,4,3,2,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,9,8,5,b,3,3,8,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,1,8,b,3,3,8,8,3,4,6,5,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4,3,9,8,9,b,3,3,6,8,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,9,b,3,3,8,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,1,7,8,10,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,10,b,3,3,7,7,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,1,8,8,10,b,3,3,7,7,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,5,3,8,8,10,b,3,3,6,6,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,3,1,7,b,3,3,8,8,3,4,6,3,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,5,3,9,8,8,b,3,3,7,7,3,4,7,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,9,8,8,b,3,3,8,6,3,4,6,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,8,8,9,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,4,1,8,7,7,b,2,2,5,5,3,2,5,4,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,8,8,9,b,3,3,7,7,3,4,7,5,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,4,3,7,8,8,b,3,3,6,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,7,b,2,2,7,4,3,2,5,4,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,3,9,8,8,b,3,3,7,6,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,5,1,8,7,6,b,2,2,7,4,3,2,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,1,7,8,9,b,3,3,8,7,3,4,6,4,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
